"","Group.1","Global_active_power","Sub_metering_1","Sub_metering_2","Sub_metering_3"
"1",349,3.05347474747475,0,1.37878787878788,12.4393939393939
"2",350,2.35448611111111,1.41180555555556,2.90763888888889,9.26458333333333
"3",351,1.53043472222222,0.738194444444444,1.82013888888889,9.73472222222222
"4",352,1.15707916666667,0.582638888888889,5.27916666666667,4.30347222222222
"5",353,1.54565833333333,0,1.83888888888889,9.76597222222222
"6",354,1.19375799721836,1.22739916550765,1.8240611961057,7.24687065368567
"7",355,1.62592916666667,2.18819444444444,0.243055555555556,7.72986111111111
"8",356,3.31485138888889,1.85347222222222,0.295138888888889,10.2263888888889
"9",357,1.77084166666667,1.18263888888889,3.52916666666667,4.78541666666667
"10",358,1.90494444444444,4.59722222222222,1.3625,4.02430555555556
"11",359,2.73202083333333,0.754166666666667,1.75902777777778,10.4020833333333
"12",360,1.06163888888889,0,0.218055555555556,4.84444444444444
"13",361,1.43933194444444,1.53263888888889,3.06875,6.37222222222222
"14",362,2.20443888888889,0.869444444444444,3.58472222222222,7.86736111111111
"15",363,1.93970931849791,2.13630041724618,5.4874826147427,8.67872044506259
"16",364,2.426525,0,0.240972222222222,4.51527777777778
"17",365,1.90903055555556,0,0.244444444444444,4.08333333333333
"18",366,0.881413888888889,0,0.241666666666667,4.55694444444444
"19",367,0.704204166666667,0,0.238888888888889,3.30902777777778
"20",368,2.26348055555556,0.729861111111111,5.27569444444444,7.56666666666667
"21",369,1.88428055555556,1.02986111111111,0.263194444444444,5.27916666666667
"22",370,1.04748472222222,0.927777777777778,0.279166666666667,3.94305555555556
"23",371,1.69973611111111,1.37986111111111,5.67847222222222,8.89583333333333
"24",372,1.5565,0,0.324305555555556,12.1854166666667
"25",373,1.29795416666667,1.17222222222222,2.96319444444444,6.79861111111111
"26",374,1.49638888888889,0.535416666666667,3.09444444444444,7.64722222222222
"27",375,1.56610694444444,0.956944444444444,1.50694444444444,8.62152777777778
"28",376,1.01478888888889,0,0.304861111111111,5.74722222222222
"29",377,2.21306527777778,5.42083333333333,2.06597222222222,7.87569444444444
"30",378,2.09021264767199,1.23488533703961,2.92911744266852,9.01667824878388
"31",379,1.4921375,0.763194444444444,1.55486111111111,10.5298611111111
"32",380,1.17111388888889,1.43263888888889,0.447222222222222,4.57152777777778
"33",381,1.97756111111111,2.43055555555556,3.98402777777778,11.1555555555556
"34",382,1.26490416666667,0,0.233333333333333,9.36875
"35",383,1.02808333333333,1.46041666666667,0.229166666666667,4.98055555555556
"36",384,2.17620277777778,3.00277777777778,3.62638888888889,7.94444444444444
"37",385,2.36615416666667,7.18472222222222,3.86597222222222,8.05486111111111
"38",386,1.51423194444444,0.731944444444444,2.07152777777778,7.88958333333333
"39",387,1.23447222222222,0,0.738888888888889,3.51458333333333
"40",388,2.07489861111111,2.40555555555556,1.72222222222222,8.15555555555556
"41",389,1.10857222222222,0.804166666666667,0.181944444444444,7.80486111111111
"42",390,1.12359166666667,0.807638888888889,0.18125,5.72083333333333
"43",391,1.41949444444444,0.8125,2.70555555555556,8.59305555555556
"44",392,2.14746629603892,2.408617095205,2.7776233495483,8.37039610840862
"45",393,1.37685,0.779861111111111,0.204166666666667,10.5930555555556
"46",394,1.18597083333333,0.779861111111111,0.988888888888889,5.65902777777778
"47",395,1.64149444444444,0,4.13194444444444,10.4527777777778
"48",396,1.26719444444444,0.8125,0.268055555555556,9.12847222222222
"49",397,1.15815,0,0.247222222222222,7.87361111111111
"50",398,2.79841805555556,3.29583333333333,3.17569444444444,12.3847222222222
"51",399,2.49718055555556,2.35486111111111,3.19236111111111,10.05
"52",400,1.14255555555556,0.622222222222222,1.78055555555556,5.45069444444444
"53",401,0.884361111111111,0.822916666666667,0.28125,3.13680555555556
"54",402,1.61667916666667,2.29097222222222,2.43958333333333,8.32361111111111
"55",403,1.25098194444444,1.54583333333333,0.254166666666667,7.05347222222222
"56",404,1.1251375,0,2.11458333333333,6.78472222222222
"57",405,1.96481111111111,3.52152777777778,1.96597222222222,10.0034722222222
"58",406,2.48001944444444,1.6875,3.30902777777778,9.10694444444444
"59",407,1.30389583333333,1.54652777777778,0.277083333333333,7.99791666666667
"60",408,0.982323611111111,0,1.96388888888889,4.34444444444444
"61",409,1.73518888888889,2.28819444444444,2.63402777777778,8.04097222222222
"62",410,1.3787125,0,1.64097222222222,9.74166666666667
"63",411,1.18231111111111,0.797222222222222,0.596527777777778,6.03402777777778
"64",412,1.4423,1.22569444444444,1.54583333333333,4.97013888888889
"65",413,2.65955694444444,4.24097222222222,5.55763888888889,9.11736111111111
"66",414,1.51848194444444,1.13472222222222,2.01388888888889,9.08680555555556
"67",415,2.18745,1.42916666666667,3.60486111111111,6.74513888888889
"68",416,1.43949583333333,2.44930555555556,1.61944444444444,8.01944444444444
"69",417,2.34316968011127,0.979833101529903,2.87134909596662,8.51947148817803
"70",418,0.912138888888889,0,0.349305555555556,7.49027777777778
"71",419,0.496473611111111,0,0.252083333333333,2.47361111111111
"72",420,0.348430555555556,0,0.228472222222222,1.15277777777778
"73",421,0.394780555555556,0,0.229861111111111,1.96527777777778
"74",422,0.3598,0,0.218055555555556,1.33611111111111
"75",423,0.361648611111111,0,0.236111111111111,1.37013888888889
"76",424,0.359419444444444,0,0.219444444444444,1.375
"77",425,0.358116666666667,0,0.236111111111111,1.36736111111111
"78",426,0.568834722222222,0,0.240972222222222,3.19236111111111
"79",427,1.451875,1.025,6.04930555555556,6.53333333333333
"80",428,1.84745277777778,3.97708333333333,8.40902777777778,6.9625
"81",429,0.865625,0,1.20833333333333,3.26388888888889
"82",430,1.64944861111111,0.747222222222222,3.30625,10.7729166666667
"83",431,1.09175833333333,1.51388888888889,2.35069444444444,4.62152777777778
"84",432,0.883758333333333,0.759027777777778,0.239583333333333,5.99375
"85",433,1.72549444444444,2.86805555555556,3.76527777777778,7.62430555555556
"86",434,2.41710833333333,3.34027777777778,2.375,6.59722222222222
"87",435,1.35463055555556,0.974305555555556,1.97291666666667,8.57847222222222
"88",436,0.895933333333333,0.9375,2.67986111111111,3.69652777777778
"89",437,1.24539166666667,2.42013888888889,0.333333333333333,5.97708333333333
"90",438,1.30889861111111,0,2.26597222222222,7.66388888888889
"91",439,1.18198194444444,0.768055555555556,3.19722222222222,3.72916666666667
